Tarih,Kategori,Ürün,BirimFiyat,Adet,Kanal,Şehir,Tutar
2025-03-08,İçecek,Çay,20.72,3,Mağaza,İstanbul,62.16
2025-01-01,Yemek,Salata,112.29,4,Mağaza,İstanbul,449.16
2025-06-13,İçecek,Limonata,39.38,2,Online,Ankara,78.76
2025-06-13,Yemek,Burger,151.8,3,Mağaza,Ankara,455.4
2025-05-05,Tatlı,Cheesecake,87.68,4,Online,İstanbul,350.72
2025-05-21,Atıştırmalık,Kurabiye,34.04,4,Online,İstanbul,136.16
2025-02-17,İçecek,Soğuk Kahve,52.64,3,Online,İstanbul,157.92
2025-01-10,Tatlı,Cheesecake,99.33,5,Mağaza,Bursa,496.65
2025-02-01,Atıştırmalık,Muffin,40.77,2,Online,Antalya,81.54
2024-12-23,Atıştırmalık,Muffin,32.56,5,Online,İstanbul,162.8
2025-03-14,Atıştırmalık,Sandviç,79.64,5,Mağaza,İstanbul,398.2
2025-02-13,Tatlı,Cheesecake,90.57,3,Mağaza,İstanbul,271.71
2025-01-17,Tatlı,Cheesecake,86.16,6,Online,Bursa,516.96
2025-05-09,Yemek,Pizza,198.94,2,Mağaza,Antalya,397.88
2025-01-26,Atıştırmalık,Kurabiye,31.83,5,Mağaza,İstanbul,159.15
2025-03-28,Atıştırmalık,Muffin,33.29,5,Online,İstanbul,166.45
2025-03-10,Atıştırmalık,Kurabiye,26.55,4,Mağaza,İstanbul,106.2
2025-04-03,Yemek,Pizza,191.62,3,Mağaza,Ankara,574.86
2025-05-10,Atıştırmalık,Tost,52.35,5,Mağaza,İzmir,261.75
2025-05-01,Tatlı,Tiramisu,123.77,2,Mağaza,Ankara,247.54
2025-05-16,Atıştırmalık,Tost,64.35,1,Online,Antalya,64.35
2025-01-03,İçecek,Çay,19.01,2,Mağaza,İstanbul,38.02
2025-06-02,Tatlı,Dondurma,57.53,3,Online,İzmir,172.59
2025-05-05,Yemek,Burger,140.27,1,Mağaza,İstanbul,140.27
2025-05-14,Atıştırmalık,Muffin,36.42,4,Mağaza,İstanbul,145.68
2024-12-07,İçecek,Çay,21.7,3,Mağaza,İzmir,65.1
2025-06-14,Yemek,Burger,159.94,2,Mağaza,Bursa,319.88
2025-05-14,Yemek,Burger,143.55,6,Online,İzmir,861.3
2025-01-25,Tatlı,Cheesecake,93.46,3,Mağaza,İzmir,280.38
2025-02-03,Yemek,Makarna,119.19,3,Online,İzmir,357.57
2025-06-11,Yemek,Salata,125.52,1,Mağaza,İstanbul,125.52
2025-01-16,Yemek,Makarna,137.24,5,Mağaza,İzmir,686.2
2025-04-27,Yemek,Burger,147.78,5,Mağaza,İzmir,738.9
2024-12-19,Atıştırmalık,Muffin,32.61,6,Online,Ankara,195.66
2025-05-06,Atıştırmalık,Muffin,42.55,5,Mağaza,Ankara,212.75
2025-06-20,Atıştırmalık,Kurabiye,28.54,6,Mağaza,İzmir,171.24
2025-06-06,Atıştırmalık,Tost,64.39,2,Mağaza,İzmir,128.78
2025-04-25,İçecek,Soğuk Kahve,59.29,1,Mağaza,İstanbul,59.29
2025-07-08,Atıştırmalık,Kurabiye,31.35,1,Mağaza,İzmir,31.35
2025-05-12,Yemek,Makarna,125.9,2,Mağaza,İzmir,251.8
2025-05-20,Atıştırmalık,Sandviç,72.28,4,Online,İstanbul,289.12
2025-07-27,Atıştırmalık,Sandviç,60.34,4,Mağaza,İzmir,241.36
2025-07-11,Tatlı,Tiramisu,118.64,4,Mağaza,İstanbul,474.56
2025-07-07,Yemek,Salata,105.59,6,Mağaza,İstanbul,633.54
2025-04-05,Atıştırmalık,Tost,58.14,6,Mağaza,Ankara,348.84
2025-04-18,Atıştırmalık,Muffin,33.48,3,Mağaza,Bursa,100.44
2025-01-18,Atıştırmalık,Kurabiye,33.03,4,Online,İstanbul,132.12
2025-03-23,İçecek,Limonata,35.53,2,Online,İzmir,71.06
2025-01-07,Atıştırmalık,Kurabiye,31.72,6,Mağaza,Ankara,190.32
2025-02-02,Tatlı,Tiramisu,116.03,5,Mağaza,Bursa,580.15
2025-02-07,Yemek,Burger,154.35,6,Online,İzmir,926.1
2025-04-15,Yemek,Burger,124.57,4,Online,Bursa,498.28
2025-05-11,Atıştırmalık,Kurabiye,31.44,2,Mağaza,İzmir,62.88
2025-05-25,Atıştırmalık,Tost,61.35,4,Mağaza,İzmir,245.4
2025-03-26,Atıştırmalık,Sandviç,60.15,5,Online,İstanbul,300.75
2025-06-02,Yemek,Pizza,163.88,4,Mağaza,İstanbul,655.52
2025-06-22,Yemek,Salata,111.63,1,Mağaza,İstanbul,111.63
2025-07-18,İçecek,Limonata,30.51,1,Online,İzmir,30.51
2025-02-03,Tatlı,Dondurma,57.38,3,Online,İstanbul,172.14
2024-12-31,İçecek,Limonata,30.04,2,Mağaza,İstanbul,60.08
2025-04-11,Tatlı,Tiramisu,111.76,6,Mağaza,Bursa,670.56
2025-03-23,İçecek,Limonata,31.97,2,Mağaza,İzmir,63.94
2025-03-19,Yemek,Salata,112.33,4,Online,Bursa,449.32
2025-05-27,İçecek,Limonata,39.31,1,Online,İstanbul,39.31
2025-02-07,Tatlı,Dondurma,60.05,1,Online,İstanbul,60.05
2025-05-07,Atıştırmalık,Kurabiye,27.92,3,Mağaza,İstanbul,83.76
2025-03-30,Tatlı,Dondurma,61.77,6,Mağaza,İstanbul,370.62
2025-02-26,Atıştırmalık,Tost,54.63,5,Mağaza,İstanbul,273.15
2025-06-05,Yemek,Burger,122.12,5,Mağaza,İstanbul,610.6
2025-02-05,Tatlı,Cheesecake,81.35,3,Mağaza,İstanbul,244.05
2025-02-13,İçecek,Soğuk Kahve,62.45,1,Mağaza,Ankara,62.45
2025-01-14,Tatlı,Cheesecake,101.4,1,Mağaza,İstanbul,101.4
2024-12-04,Atıştırmalık,Sandviç,76.3,4,Online,İstanbul,305.2
2025-05-03,Yemek,Burger,160.2,1,Mağaza,İzmir,160.2
2025-05-04,İçecek,Kahve,50.83,3,Online,İzmir,152.49
2025-05-23,Tatlı,Tiramisu,117.82,2,Mağaza,İzmir,235.64
2025-03-17,Atıştırmalık,Tost,63.49,3,Online,Ankara,190.47
2025-06-10,İçecek,Kahve,42.8,3,Mağaza,Antalya,128.4
2025-07-07,Yemek,Makarna,114.56,2,Mağaza,Bursa,229.12
2025-07-22,İçecek,Limonata,35.77,2,Mağaza,Ankara,71.54
2025-01-20,Yemek,Burger,143.2,2,Mağaza,İstanbul,286.4
2025-01-19,İçecek,Soğuk Kahve,62.46,1,Mağaza,İstanbul,62.46
2024-12-06,Tatlı,Tiramisu,108.1,1,Online,İzmir,108.1
2025-01-28,Atıştırmalık,Tost,63.43,3,Mağaza,Ankara,190.29
2025-04-04,Tatlı,Cheesecake,97.14,3,Mağaza,Antalya,291.42
2025-04-22,Tatlı,Dondurma,54.18,6,Mağaza,Ankara,325.08
2024-12-30,Yemek,Makarna,133.59,2,Mağaza,Antalya,267.18
2025-05-19,Yemek,Salata,121.44,3,Online,Bursa,364.32
2025-07-17,Yemek,Pizza,179.67,4,Mağaza,Antalya,718.68
2025-04-01,Tatlı,Tiramisu,110.44,3,Mağaza,İstanbul,331.32
2025-04-04,İçecek,Çay,17.98,3,Online,İstanbul,53.94
2025-01-06,İçecek,Çay,19.78,2,Mağaza,İzmir,39.56
2025-05-19,Tatlı,Cheesecake,98.01,1,Online,İzmir,98.01
2025-04-03,Tatlı,Cheesecake,94.7,2,Mağaza,İstanbul,189.4
2025-03-11,Atıştırmalık,Tost,59.8,5,Mağaza,İzmir,299.0
2025-01-04,Yemek,Makarna,113.52,1,Mağaza,Ankara,113.52
2025-02-25,Yemek,Makarna,117.94,3,Mağaza,İstanbul,353.82
2025-04-13,Tatlı,Dondurma,56.78,5,Online,Ankara,283.9
2025-06-14,Tatlı,Tiramisu,107.34,6,Mağaza,Antalya,644.04
2024-12-18,İçecek,Soğuk Kahve,56.55,1,Mağaza,Ankara,56.55
2025-06-19,Tatlı,Tiramisu,121.99,6,Mağaza,İzmir,731.94
2025-03-23,İçecek,Kahve,40.4,2,Mağaza,İstanbul,80.8
2024-12-29,Tatlı,Tiramisu,94.0,1,Online,İzmir,94.0
2025-02-15,Atıştırmalık,Muffin,37.42,5,Mağaza,Antalya,187.1
2025-01-28,Atıştırmalık,Muffin,37.23,6,Online,Ankara,223.38
2025-05-24,İçecek,Çay,20.31,3,Online,İstanbul,60.93
2025-04-05,Yemek,Salata,132.0,6,Mağaza,Ankara,792.0
2025-08-01,Atıştırmalık,Muffin,41.45,3,Online,Bursa,124.35
2025-04-24,İçecek,Kahve,39.6,1,Mağaza,İstanbul,39.6
2025-03-19,Tatlı,Dondurma,67.81,6,Mağaza,İstanbul,406.86
2025-07-12,Tatlı,Tiramisu,97.14,3,Mağaza,İstanbul,291.42
2025-07-28,İçecek,Çay,20.81,3,Mağaza,Ankara,62.43
2024-12-22,Yemek,Salata,126.21,2,Online,Ankara,252.42
2025-02-06,İçecek,Çay,21.08,3,Mağaza,Antalya,63.24
2025-02-07,İçecek,Kahve,41.83,1,Mağaza,İstanbul,41.83
2025-05-14,Atıştırmalık,Muffin,36.07,4,Mağaza,Ankara,144.28
2025-07-21,İçecek,Limonata,35.51,2,Mağaza,Bursa,71.02
2025-01-18,İçecek,Limonata,31.85,1,Mağaza,İstanbul,31.85
2025-04-20,Tatlı,Tiramisu,94.17,5,Online,İzmir,470.85
2025-05-11,Atıştırmalık,Kurabiye,30.56,6,Mağaza,İzmir,183.36
2025-03-19,Tatlı,Dondurma,59.38,3,Online,İstanbul,178.14
2025-02-24,Tatlı,Tiramisu,115.17,6,Online,İstanbul,691.02
2025-01-22,Yemek,Pizza,160.92,6,Mağaza,Ankara,965.52
2025-04-02,Yemek,Salata,132.27,6,Mağaza,İstanbul,793.62
2025-02-25,Atıştırmalık,Tost,53.63,1,Mağaza,İstanbul,53.63
2025-05-28,Atıştırmalık,Muffin,42.46,1,Online,Antalya,42.46
2025-04-10,Yemek,Pizza,177.27,5,Mağaza,Ankara,886.35
2025-01-11,Yemek,Salata,121.79,1,Mağaza,Bursa,121.79
2025-03-08,Yemek,Salata,134.28,5,Mağaza,İstanbul,671.4
2025-05-09,Yemek,Salata,112.8,1,Mağaza,Antalya,112.8
2025-03-19,Yemek,Makarna,117.59,4,Mağaza,İzmir,470.36
2025-01-20,Tatlı,Dondurma,59.02,5,Mağaza,İzmir,295.1
2025-07-29,Atıştırmalık,Kurabiye,27.7,4,Mağaza,İstanbul,110.8
2025-02-23,Tatlı,Dondurma,60.5,4,Mağaza,Ankara,242.0
2025-05-23,Tatlı,Cheesecake,88.59,5,Mağaza,Ankara,442.95
2025-04-06,İçecek,Soğuk Kahve,61.01,1,Mağaza,İzmir,61.01
2025-07-24,Tatlı,Dondurma,61.93,2,Online,İzmir,123.86
2024-12-21,Yemek,Burger,119.01,1,Mağaza,İstanbul,119.01
2025-01-13,Yemek,Salata,131.0,6,Mağaza,Bursa,786.0
2025-04-18,İçecek,Soğuk Kahve,52.2,2,Mağaza,Antalya,104.4
2025-03-13,İçecek,Kahve,42.57,1,Mağaza,Ankara,42.57
2025-02-06,İçecek,Kahve,43.42,3,Mağaza,İstanbul,130.26
2025-07-31,İçecek,Limonata,36.37,2,Mağaza,İzmir,72.74
2025-04-08,İçecek,Limonata,34.39,3,Online,Ankara,103.17
2025-03-02,Tatlı,Dondurma,62.32,2,Mağaza,İzmir,124.64
2025-06-09,İçecek,Kahve,40.23,1,Mağaza,İzmir,40.23
2024-12-24,Tatlı,Tiramisu,125.52,5,Online,İstanbul,627.6
2025-04-04,Atıştırmalık,Kurabiye,32.07,6,Mağaza,Ankara,192.42
2025-07-15,İçecek,Soğuk Kahve,50.88,2,Mağaza,Ankara,101.76
2025-04-20,İçecek,Limonata,37.35,2,Mağaza,Antalya,74.7
2025-03-21,Tatlı,Tiramisu,112.48,6,Online,İstanbul,674.88
2025-03-08,Atıştırmalık,Kurabiye,26.48,5,Mağaza,İstanbul,132.4
2025-04-18,Tatlı,Dondurma,54.21,6,Mağaza,Bursa,325.26
2025-07-16,Tatlı,Cheesecake,81.93,4,Mağaza,İstanbul,327.72
2025-05-28,İçecek,Limonata,38.25,3,Online,İzmir,114.75
2024-12-17,Yemek,Pizza,182.79,5,Online,İstanbul,913.95
2025-03-09,Yemek,Burger,132.3,3,Mağaza,Ankara,396.9
2025-02-20,Tatlı,Tiramisu,97.67,1,Mağaza,Ankara,97.67
2025-03-14,İçecek,Soğuk Kahve,54.74,3,Mağaza,İstanbul,164.22
2025-07-02,Atıştırmalık,Sandviç,70.53,6,Mağaza,Antalya,423.18
2025-05-01,Yemek,Makarna,137.88,5,Online,İstanbul,689.4
2024-12-19,Atıştırmalık,Kurabiye,34.23,5,Mağaza,İstanbul,171.15
2025-05-14,Yemek,Salata,117.66,4,Mağaza,İstanbul,470.64
2025-07-19,İçecek,Soğuk Kahve,53.45,1,Mağaza,Ankara,53.45
2025-02-23,Tatlı,Tiramisu,105.71,4,Mağaza,İstanbul,422.84
2024-12-08,Atıştırmalık,Kurabiye,32.94,6,Mağaza,İstanbul,197.64
2024-12-28,Atıştırmalık,Sandviç,62.78,4,Online,Antalya,251.12
2024-12-05,Tatlı,Tiramisu,104.85,4,Mağaza,İstanbul,419.4
2025-04-24,Atıştırmalık,Muffin,40.56,3,Mağaza,İstanbul,121.68
2025-03-11,Yemek,Salata,102.57,5,Mağaza,İstanbul,512.85
2025-05-13,Tatlı,Dondurma,56.21,3,Mağaza,İstanbul,168.63
2025-03-28,Yemek,Burger,145.94,4,Mağaza,İstanbul,583.76
2025-04-26,Yemek,Makarna,117.75,3,Mağaza,İstanbul,353.25
2025-02-02,İçecek,Kahve,42.34,1,Mağaza,İstanbul,42.34
2025-03-01,Yemek,Pizza,179.25,5,Mağaza,İstanbul,896.25
2025-03-27,İçecek,Çay,19.53,2,Mağaza,İstanbul,39.06
2025-03-08,Atıştırmalık,Tost,52.91,5,Mağaza,Ankara,264.55
2024-12-11,Atıştırmalık,Kurabiye,33.94,3,Online,Ankara,101.82
2025-01-23,İçecek,Kahve,38.85,2,Mağaza,İstanbul,77.7
2025-05-22,Yemek,Burger,150.49,5,Online,Bursa,752.45
2025-01-16,Tatlı,Tiramisu,95.86,3,Mağaza,İzmir,287.58
2025-04-19,Tatlı,Cheesecake,94.07,3,Mağaza,Antalya,282.21
2025-04-28,İçecek,Kahve,40.62,3,Online,İstanbul,121.86
2025-04-18,Atıştırmalık,Muffin,33.91,5,Mağaza,İzmir,169.55
2025-07-19,Atıştırmalık,Tost,53.27,2,Mağaza,İstanbul,106.54
2025-07-08,Tatlı,Dondurma,59.15,4,Mağaza,İzmir,236.6
2024-12-05,İçecek,Çay,20.09,1,Online,İstanbul,20.09
2025-06-27,Tatlı,Tiramisu,97.9,5,Mağaza,İstanbul,489.5
2025-06-02,Yemek,Salata,137.26,5,Mağaza,Ankara,686.3
2024-12-20,Yemek,Makarna,120.55,1,Mağaza,Ankara,120.55
2025-05-18,İçecek,Kahve,44.44,3,Online,Ankara,133.32
2025-01-15,İçecek,Çay,18.3,2,Mağaza,İstanbul,36.6
2024-12-12,Yemek,Makarna,129.76,3,Mağaza,İstanbul,389.28
2025-02-08,Atıştırmalık,Tost,64.61,6,Mağaza,Bursa,387.66
2024-12-17,İçecek,Çay,20.13,1,Online,Bursa,20.13
2025-03-25,Yemek,Pizza,168.43,6,Mağaza,Ankara,1010.58
2025-04-26,Yemek,Makarna,120.19,4,Mağaza,Ankara,480.76
2025-05-03,Atıştırmalık,Sandviç,75.44,6,Online,İstanbul,452.64
2025-01-17,Atıştırmalık,Muffin,33.65,5,Mağaza,İstanbul,168.25
2025-03-18,Atıştırmalık,Kurabiye,28.83,2,Mağaza,İstanbul,57.66
2025-07-24,Atıştırmalık,Muffin,34.03,4,Online,Ankara,136.12
2025-01-21,Tatlı,Dondurma,55.64,6,Online,İzmir,333.84
2025-03-06,Atıştırmalık,Sandviç,62.71,2,Mağaza,Ankara,125.42
2025-02-08,Tatlı,Cheesecake,106.02,5,Mağaza,İstanbul,530.1
2025-06-01,İçecek,Soğuk Kahve,58.83,3,Mağaza,İstanbul,176.49
2025-07-16,Yemek,Burger,142.56,1,Online,İstanbul,142.56
2025-03-12,Tatlı,Cheesecake,87.15,2,Online,İzmir,174.3
2025-02-13,İçecek,Soğuk Kahve,55.17,3,Mağaza,İstanbul,165.51
2025-05-10,İçecek,Kahve,45.28,1,Mağaza,Ankara,45.28
2025-06-08,Tatlı,Cheesecake,97.58,2,Online,İzmir,195.16
2025-07-04,İçecek,Çay,17.36,2,Mağaza,İstanbul,34.72
2025-04-30,İçecek,Limonata,39.97,3,Mağaza,İstanbul,119.91
2025-04-22,Tatlı,Cheesecake,94.02,4,Mağaza,Ankara,376.08
2025-05-04,İçecek,Çay,22.56,3,Mağaza,İstanbul,67.68
2025-06-21,Atıştırmalık,Tost,51.18,5,Online,Ankara,255.9
2025-06-10,Atıştırmalık,Tost,55.46,1,Online,İzmir,55.46
2025-07-31,Yemek,Makarna,114.56,4,Mağaza,İstanbul,458.24
2025-07-30,İçecek,Limonata,37.83,2,Mağaza,Ankara,75.66
2025-06-27,Yemek,Burger,132.45,1,Mağaza,Bursa,132.45
2025-05-28,Atıştırmalık,Sandviç,77.15,4,Online,Ankara,308.6
2025-05-30,Atıştırmalık,Tost,65.98,5,Mağaza,Antalya,329.9
2025-06-24,Atıştırmalık,Tost,63.02,1,Mağaza,İstanbul,63.02
2025-07-07,İçecek,Soğuk Kahve,57.74,1,Mağaza,İzmir,57.74
2025-02-20,İçecek,Çay,21.2,1,Mağaza,İzmir,21.2
2025-03-02,Atıştırmalık,Tost,63.13,2,Mağaza,Bursa,126.26
2025-05-28,Yemek,Salata,115.93,2,Online,İstanbul,231.86
2025-05-24,Yemek,Burger,147.68,4,Mağaza,İstanbul,590.72
2025-07-27,Tatlı,Dondurma,67.15,1,Mağaza,İstanbul,67.15
2024-12-04,Atıştırmalık,Tost,56.99,2,Mağaza,Antalya,113.98
2025-04-14,Yemek,Pizza,204.02,4,Mağaza,İstanbul,816.08
2025-03-19,Atıştırmalık,Tost,51.24,3,Mağaza,Bursa,153.72
2025-05-12,Yemek,Makarna,124.11,2,Mağaza,İstanbul,248.22
2025-01-17,Tatlı,Cheesecake,84.51,2,Online,İstanbul,169.02
2025-02-11,Tatlı,Dondurma,53.28,6,Mağaza,İstanbul,319.68
2025-02-10,Atıştırmalık,Kurabiye,32.84,5,Mağaza,Ankara,164.2
2025-03-26,Yemek,Makarna,146.32,3,Mağaza,İzmir,438.96
2025-05-22,İçecek,Çay,21.67,2,Online,İstanbul,43.34
2025-02-19,Tatlı,Cheesecake,108.58,4,Mağaza,Bursa,434.32
2025-02-19,Atıştırmalık,Muffin,34.77,3,Online,İstanbul,104.31
2025-03-23,Atıştırmalık,Tost,53.53,1,Mağaza,İzmir,53.53
2025-07-13,Yemek,Burger,140.87,2,Mağaza,İzmir,281.74
2025-03-06,Atıştırmalık,Sandviç,76.91,6,Mağaza,İstanbul,461.46
2025-02-10,Tatlı,Dondurma,51.72,4,Online,İstanbul,206.88
2025-04-26,Atıştırmalık,Tost,68.92,4,Mağaza,İstanbul,275.68
2025-02-01,Atıştırmalık,Muffin,39.17,3,Mağaza,İstanbul,117.51
2025-01-07,İçecek,Limonata,40.03,2,Mağaza,Bursa,80.06
2025-02-05,İçecek,Çay,19.19,3,Mağaza,Antalya,57.57
2025-06-05,Tatlı,Tiramisu,108.61,6,Mağaza,İzmir,651.66
2025-02-07,Yemek,Salata,129.09,6,Mağaza,İzmir,774.54
2024-12-13,İçecek,Çay,21.76,3,Mağaza,İstanbul,65.28
2025-05-24,Yemek,Burger,128.79,5,Mağaza,İstanbul,643.95
2025-07-26,Tatlı,Dondurma,67.74,5,Mağaza,İzmir,338.7
2025-06-07,İçecek,Soğuk Kahve,61.06,1,Mağaza,Ankara,61.06
2024-12-31,Yemek,Makarna,111.21,4,Mağaza,İzmir,444.84
2025-06-26,İçecek,Kahve,39.99,1,Mağaza,İzmir,39.99
2025-03-24,Tatlı,Dondurma,59.93,1,Mağaza,İstanbul,59.93
2025-07-12,Tatlı,Cheesecake,93.89,3,Mağaza,İstanbul,281.67
2024-12-22,İçecek,Limonata,37.19,2,Mağaza,İzmir,74.38
2025-03-03,Yemek,Burger,122.77,3,Mağaza,Ankara,368.31
2025-07-02,Atıştırmalık,Muffin,39.65,1,Mağaza,İzmir,39.65
2025-05-20,Atıştırmalık,Muffin,39.33,4,Mağaza,İstanbul,157.32
2025-02-05,İçecek,Çay,18.4,3,Mağaza,İstanbul,55.2
2025-01-23,Yemek,Makarna,131.65,2,Mağaza,İstanbul,263.3
2025-04-17,Atıştırmalık,Sandviç,64.17,6,Mağaza,İzmir,385.02
2025-01-11,Tatlı,Tiramisu,98.35,3,Mağaza,Ankara,295.05
2025-02-02,Yemek,Burger,143.07,5,Mağaza,İstanbul,715.35
2025-04-05,Atıştırmalık,Kurabiye,34.3,2,Mağaza,Ankara,68.6
2024-12-21,Yemek,Makarna,119.74,5,Online,Ankara,598.7
2025-06-26,İçecek,Limonata,33.48,2,Mağaza,İstanbul,66.96
2025-06-22,Yemek,Pizza,166.85,1,Online,İstanbul,166.85
2025-06-12,Atıştırmalık,Kurabiye,27.9,3,Mağaza,İstanbul,83.7
2025-05-18,İçecek,Limonata,33.99,2,Online,İstanbul,67.98
2025-05-01,Yemek,Makarna,137.87,5,Mağaza,Ankara,689.35
2025-01-04,Tatlı,Tiramisu,94.78,5,Online,İstanbul,473.9
2025-06-02,Atıştırmalık,Tost,68.23,1,Mağaza,İstanbul,68.23
2024-12-30,İçecek,Limonata,30.24,2,Mağaza,İstanbul,60.48
2025-01-26,Yemek,Burger,156.01,1,Mağaza,İstanbul,156.01
2025-07-10,Tatlı,Tiramisu,123.01,5,Online,Antalya,615.05
2025-01-16,Atıştırmalık,Tost,60.44,6,Online,İstanbul,362.64
2025-05-12,Tatlı,Dondurma,53.47,5,Mağaza,Ankara,267.35
2024-12-19,Yemek,Salata,122.35,2,Mağaza,İstanbul,244.7
2025-03-24,Yemek,Pizza,186.95,5,Mağaza,İzmir,934.75
2024-12-08,İçecek,Kahve,49.83,3,Mağaza,Bursa,149.49
2024-12-26,Tatlı,Tiramisu,111.68,6,Mağaza,İstanbul,670.08
2025-03-23,İçecek,Soğuk Kahve,53.53,2,Online,İzmir,107.06
2025-07-20,Atıştırmalık,Muffin,41.86,2,Mağaza,İstanbul,83.72
2025-02-09,İçecek,Kahve,51.49,1,Mağaza,İstanbul,51.49
2024-12-30,Atıştırmalık,Tost,62.61,3,Mağaza,İstanbul,187.83
2025-04-14,Yemek,Pizza,200.22,6,Mağaza,İstanbul,1201.32
2025-02-05,Yemek,Salata,123.55,4,Mağaza,İstanbul,494.2
2025-02-03,Tatlı,Tiramisu,116.26,3,Mağaza,İstanbul,348.78
2025-01-05,Atıştırmalık,Sandviç,73.95,3,Mağaza,İstanbul,221.85
2024-12-25,Yemek,Burger,148.6,3,Mağaza,İzmir,445.8
2025-01-06,Tatlı,Cheesecake,89.9,2,Mağaza,İstanbul,179.8
2024-12-01,Tatlı,Cheesecake,97.16,1,Mağaza,İstanbul,97.16
2025-04-22,İçecek,Kahve,46.27,1,Online,Ankara,46.27
2025-01-06,Tatlı,Tiramisu,103.9,2,Mağaza,İstanbul,207.8
2025-04-20,Yemek,Burger,133.69,5,Online,İstanbul,668.45
2025-07-20,İçecek,Kahve,48.54,3,Mağaza,İstanbul,145.62
2025-04-15,Atıştırmalık,Muffin,38.94,4,Mağaza,Ankara,155.76
2025-04-12,Atıştırmalık,Sandviç,62.63,3,Mağaza,İstanbul,187.89
2025-06-06,Yemek,Salata,132.15,4,Mağaza,Bursa,528.6
2025-04-07,Yemek,Salata,133.79,3,Online,İstanbul,401.37
2025-06-19,İçecek,Limonata,34.64,1,Mağaza,İstanbul,34.64
2025-04-06,İçecek,Çay,18.25,1,Mağaza,İstanbul,18.25
2024-12-01,Yemek,Pizza,204.17,4,Mağaza,Antalya,816.68
2025-05-13,Yemek,Makarna,144.91,6,Mağaza,Ankara,869.46
2025-01-04,Atıştırmalık,Tost,55.4,2,Mağaza,İstanbul,110.8
2025-06-12,Atıştırmalık,Muffin,33.39,2,Mağaza,İstanbul,66.78
2025-06-09,Atıştırmalık,Kurabiye,29.47,6,Mağaza,Ankara,176.82
2025-03-14,Yemek,Burger,147.41,3,Mağaza,İstanbul,442.23
2024-12-23,Tatlı,Tiramisu,99.29,5,Mağaza,Ankara,496.45
2024-12-09,Yemek,Burger,140.55,3,Mağaza,Ankara,421.65
2025-01-03,Yemek,Burger,136.87,3,Mağaza,İstanbul,410.61
2025-05-23,Atıştırmalık,Kurabiye,33.51,2,Mağaza,İstanbul,67.02
2025-06-24,Yemek,Makarna,127.25,3,Mağaza,İzmir,381.75
2025-04-07,İçecek,Çay,20.2,1,Mağaza,Ankara,20.2
2024-12-04,Yemek,Makarna,147.76,6,Mağaza,İzmir,886.56
2025-05-07,Yemek,Salata,112.79,6,Online,İstanbul,676.74
2025-07-11,Yemek,Pizza,168.61,5,Mağaza,İzmir,843.05
2025-03-12,Yemek,Pizza,196.18,6,Mağaza,İstanbul,1177.08
2025-02-13,Tatlı,Tiramisu,102.66,3,Online,İstanbul,307.98
2025-03-09,Yemek,Burger,153.94,3,Mağaza,İzmir,461.82
2025-02-10,İçecek,Kahve,39.54,2,Mağaza,İzmir,79.08
2024-12-03,İçecek,Kahve,39.75,1,Mağaza,İstanbul,39.75
2025-04-21,Yemek,Salata,134.45,5,Online,İzmir,672.25
2025-06-06,Atıştırmalık,Muffin,38.47,6,Online,İzmir,230.82
2025-06-23,Tatlı,Dondurma,63.94,3,Mağaza,İstanbul,191.82
2025-05-22,Yemek,Burger,128.46,1,Mağaza,Bursa,128.46
2025-07-12,Yemek,Pizza,161.98,4,Mağaza,Ankara,647.92
2025-01-03,Yemek,Salata,132.06,1,Mağaza,Ankara,132.06
2025-01-14,Atıştırmalık,Muffin,36.39,3,Mağaza,Ankara,109.17
2025-01-30,Atıştırmalık,Sandviç,69.06,5,Mağaza,Ankara,345.3
2025-02-21,Atıştırmalık,Muffin,32.62,5,Mağaza,İzmir,163.1
2025-04-02,Tatlı,Tiramisu,106.23,1,Online,İstanbul,106.23
2025-03-12,İçecek,Kahve,48.65,3,Mağaza,İstanbul,145.95
2024-12-16,Tatlı,Cheesecake,104.16,3,Mağaza,Bursa,312.48
2025-02-04,Atıştırmalık,Tost,63.58,5,Online,İzmir,317.9
2025-05-17,İçecek,Çay,21.15,3,Online,İstanbul,63.45
2025-04-24,İçecek,Çay,20.04,1,Mağaza,İstanbul,20.04
2025-03-29,Atıştırmalık,Tost,60.69,5,Mağaza,İzmir,303.45
2025-05-11,Atıştırmalık,Tost,64.37,6,Mağaza,İstanbul,386.22
2025-07-22,Tatlı,Tiramisu,101.66,5,Online,İstanbul,508.3
2025-04-03,Atıştırmalık,Tost,55.17,2,Mağaza,İstanbul,110.34
2025-04-23,İçecek,Limonata,39.72,3,Mağaza,Ankara,119.16
2025-03-12,Yemek,Pizza,154.5,3,Mağaza,İstanbul,463.5
2025-06-06,Atıştırmalık,Sandviç,62.43,2,Mağaza,Ankara,124.86
2025-02-04,Atıştırmalık,Kurabiye,30.63,2,Online,İzmir,61.26
2025-06-12,Tatlı,Cheesecake,101.78,5,Mağaza,Ankara,508.9
2025-07-06,Tatlı,Cheesecake,96.08,6,Mağaza,İstanbul,576.48
2024-12-13,Atıştırmalık,Muffin,36.35,2,Mağaza,İstanbul,72.7
2025-06-02,İçecek,Soğuk Kahve,62.89,3,Mağaza,İstanbul,188.67
2025-03-21,İçecek,Soğuk Kahve,58.36,1,Mağaza,Ankara,58.36
